column,count,iqr_low,iqr_high,mad_center,mad_scale,mad_low,mad_high
Cyclone_Inlet_Gas_Temp,376399,789.01,968.3700000000001,882.38,31.193903999999943,773.2013360000002,991.5586639999998
Cyclone_Material_Temp,376128,753.67875,1057.6487499999998,913.36,51.75756599999995,732.2085190000003,1094.5114809999998
Cyclone_Outlet_Gas_draft,376398,-362.78,-54.53999999999999,-215.26,53.40325199999997,-402.1713819999999,-28.348618000000073
Cyclone_cone_draft,376399,-351.46500000000003,-18.94499999999995,-198.56,49.35575399999998,-371.30513899999994,-25.814861000000064
Cyclone_Gas_Outlet_Temp,376398,655.9500000000002,1045.31,871.525,50.56407300000002,694.5507444999998,1048.4992555000001
Cyclone_Inlet_Draft,376397,-279.34,-50.459999999999994,-169.46,39.17029199999998,-306.556022,-32.36397800000006
